a_id,b_id,true_pair,group_id
2994,2994,1,30
2995,2995,1,37
2996,2996,1,31
2997,2997,1,8
2998,2998,1,7
2999,2999,1,24
3000,3000,1,27
3001,3001,1,19
3002,3002,1,44
3003,3003,1,45
3004,3004,1,46
3005,3005,1,46
3006,3006,1,19
3007,3007,1,48
3008,3008,1,22
3009,3009,1,28
3010,3010,1,16
3011,3011,1,7
3012,3012,1,15
3013,3013,1,16
3014,3014,1,5
3015,3015,1,31
3016,3016,1,19
3017,3017,1,30
3018,3018,1,2
3019,3019,1,42
3020,3020,1,11
3021,3021,1,47
3022,3022,1,42
3023,3023,1,49
3024,3024,1,17
3025,3025,1,26
3026,3026,1,49
3027,3027,1,3
3028,3028,1,22
3029,3029,1,8
3030,3030,1,5
3031,3031,1,34
3032,3032,1,36
3033,3033,1,35
3034,3034,1,11
3035,3035,1,34
3036,3036,1,6
3037,3037,1,35
3038,3038,1,32
3039,3039,1,43
3040,3040,1,42
3041,3041,1,12
3042,3042,1,22
3043,3043,1,40
3044,3044,1,35
3045,3045,1,43
3046,3046,1,35
3047,3047,1,17
3048,3048,1,42
3049,3049,1,12
3050,3050,1,48
3051,3051,1,21
3052,3052,1,10
3053,3053,1,46
3054,3054,1,47
3055,3055,1,0
3056,3056,1,17
3057,3057,1,24
3058,3058,1,29
3059,3059,1,25
3060,3060,1,49
3061,3061,1,4
3062,3062,1,13
3063,3063,1,0
3064,3064,1,33
3065,3065,1,48
3066,3066,1,12
3067,3067,1,27
3068,3068,1,8
3069,3069,1,31
3070,3070,1,47
3071,3071,1,20
3072,3072,1,9
3073,3073,1,39
3074,3074,1,19
3075,3075,1,26
3076,3076,1,30
3077,3077,1,9
3078,3078,1,27
3079,3079,1,19
3080,3080,1,0
3081,3081,1,40
3082,3082,1,21
3083,3083,1,38
3084,3084,1,37
3085,3085,1,15
3086,3086,1,28
3087,3087,1,5
3088,3088,1,21
3089,3089,1,19
3090,3090,1,18
3091,3091,1,29
3092,3092,1,2
3093,3093,1,7
3094,3094,1,15
3095,3095,1,7
3096,3096,1,43
3097,3097,1,45
3098,3098,1,5
3099,3099,1,40
3100,3100,1,9
3101,3101,1,12
3102,3102,1,1
3103,3103,1,28
3104,3104,1,46
3105,3105,1,10
3106,3106,1,28
3107,3107,1,15
3108,3108,1,33
3109,3109,1,4
3110,3110,1,34
3111,3111,1,44
3112,3112,1,15
3113,3113,1,5
3114,3114,1,6
3115,3115,1,44
3116,3116,1,1
3117,3117,1,43
3118,3118,1,41
3119,3119,1,42
3120,3120,1,26
3121,3121,1,13
3122,3122,1,1
3123,3123,1,8
3124,3124,1,31
3125,3125,1,13
3126,3126,1,37
3127,3127,1,33
3128,3128,1,22
3129,3129,1,35
3130,3130,1,10
3131,3131,1,28
3132,3132,1,14
3133,3133,1,25
3134,3134,1,31
3135,3135,1,12
3136,3136,1,43
3137,3137,1,25
3138,3138,1,22
3139,3139,1,6
3140,3140,1,24
3141,3141,1,39
3142,3142,1,46
3143,3143,1,9
3144,3144,1,30
3145,3145,1,41
3146,3146,1,46
3147,3147,1,15
3148,3148,1,24
3149,3149,1,26
3150,3150,1,42
3151,3151,1,49
3152,3152,1,17
3153,3153,1,28
3154,3154,1,43
3155,3155,1,22
3156,3156,1,7
3157,3157,1,30
3158,3158,1,33
3159,3159,1,6
3160,3160,1,30
3161,3161,1,38
3162,3162,1,0
3163,3163,1,49
3164,3164,1,48
3165,3165,1,35
3166,3166,1,7
3167,3167,1,24
3168,3168,1,34
3169,3169,1,13
3170,3170,1,12
3171,3171,1,29
3172,3172,1,6
3173,3173,1,4
3174,3174,1,8
3175,3175,1,20
3176,3176,1,24
3177,3177,1,5
3178,3178,1,26
3179,3179,1,5
3180,3180,1,15
3181,3181,1,29
3182,3182,1,25
3183,3183,1,19
3184,3184,1,5
3185,3185,1,40
3186,3186,1,16
3187,3187,1,27
3188,3188,1,30
3189,3189,1,25
3190,3190,1,40
3191,3191,1,15
3192,3192,1,24
3193,3193,1,14
3194,3194,1,33
3195,3195,1,4
3196,3196,1,15
3197,3197,1,13
3198,3198,1,29
3199,3199,1,29
3200,3200,1,36
3201,3201,1,25
3202,3202,1,7
3203,3203,1,24
3204,3204,1,8
3205,3205,1,31
3206,3206,1,44
3207,3207,1,43
3208,3208,1,17
3209,3209,1,35
3210,3210,1,2
3211,3211,1,46
3212,3212,1,32
3213,3213,1,14
3214,3214,1,34
3215,3215,1,4
3216,3216,1,48
3217,3217,1,9
3218,3218,1,22
3219,3219,1,26
3220,3220,1,29
3221,3221,1,39
3222,3222,1,21
3223,3223,1,3
3224,3224,1,21
3225,3225,1,0
3226,3226,1,29
3227,3227,1,7
3228,3228,1,31
3229,3229,1,28
3230,3230,1,36
3231,3231,1,33
3232,3232,1,2
3233,3233,1,26
3234,3234,1,1
3235,3235,1,10
3236,3236,1,40
3237,3237,1,11
3238,3238,1,34
3239,3239,1,21
3240,3240,1,17
3241,3241,1,9
3242,3242,1,3
3243,3243,1,32
3244,3244,1,39
3245,3245,1,11
3246,3246,1,14
3247,3247,1,16
3248,3248,1,48
3249,3249,1,31
3250,3250,1,47
3251,3251,1,41
3252,3252,1,5
3253,3253,1,21
3254,3254,1,32
3255,3255,1,36
3256,3256,1,22
3257,3257,1,17
3258,3258,1,47
3259,3259,1,24
3260,3260,1,6
3261,3261,1,11
3262,3262,1,8
3263,3263,1,49
3264,3264,1,35
3265,3265,1,47
3266,3266,1,17
3267,3267,1,31
3268,3268,1,10
3269,3269,1,40
3270,3270,1,38
3271,3271,1,48
3272,3272,1,30
3273,3273,1,46
3274,3274,1,41
3275,3275,1,7
3276,3276,1,12
3277,3277,1,23
3278,3278,1,3
3279,3279,1,39
3280,3280,1,9
3281,3281,1,40
3282,3282,1,13
3283,3283,1,4
3284,3284,1,30
3285,3285,1,33
3286,3286,1,24
3287,3287,1,3
3288,3288,1,41
3289,3289,1,49
3290,3290,1,31
3291,3291,1,0
3292,3292,1,34
3293,3293,1,9
3294,3294,1,20
3295,3295,1,16
3296,3296,1,29
3297,3297,1,5
3298,3298,1,0
3299,3299,1,28
3300,3300,1,18
3301,3301,1,40
3302,3302,1,39
3303,3303,1,1
3304,3304,1,3
3305,3305,1,38
3306,3306,1,29
3307,3307,1,2
3308,3308,1,14
3309,3309,1,49
3310,3310,1,48
3311,3311,1,41
3312,3312,1,42
3313,3313,1,26
3314,3314,1,44
3315,3315,1,3
3316,3316,1,4
3317,3317,1,19
3318,3318,1,45
3319,3319,1,41
3320,3320,1,16
3321,3321,1,39
3322,3322,1,2
3323,3323,1,40
3324,3324,1,34
3325,3325,1,30
3326,3326,1,19
3327,3327,1,15
3328,3328,1,17
3329,3329,1,38
3330,3330,1,49
3331,3331,1,29
3332,3332,1,13
3333,3333,1,30
3334,3334,1,19
3335,3335,1,22
3336,3336,1,25
3337,3337,1,42
3338,3338,1,28
3339,3339,1,14
3340,3340,1,30
3341,3341,1,32
3342,3342,1,12
3343,3343,1,27
3344,3344,1,14
3345,3345,1,34
3346,3346,1,38
3347,3347,1,3
3348,3348,1,42
3349,3349,1,24
3350,3350,1,14
3351,3351,1,44
3352,3352,1,45
3353,3353,1,9
3354,3354,1,45
3355,3355,1,8
3356,3356,1,39
3357,3357,1,18
3358,3358,1,33
3359,3359,1,14
3360,3360,1,46
3361,3361,1,5
3362,3362,1,16
3363,3363,1,30
3364,3364,1,21
3365,3365,1,42
3366,3366,1,44
3367,3367,1,1
3368,3368,1,40
3369,3369,1,10
3370,3370,1,15
3371,3371,1,35
3372,3372,1,19
3373,3373,1,38
3374,3374,1,45
3375,3375,1,37
3376,3376,1,17
3377,3377,1,20
3378,3378,1,49
3379,3379,1,32
3380,3380,1,43
3381,3381,1,19
3382,3382,1,34
3383,3383,1,24
3384,3384,1,22
3385,3385,1,39
3386,3386,1,1
3387,3387,1,3
3388,3388,1,38
3389,3389,1,27
3390,3390,1,15
3391,3391,1,30
3392,3392,1,31
3393,3393,1,36
3394,3394,1,35
3395,3395,1,27
3396,3396,1,26
3397,3397,1,30
3398,3398,1,46
3399,3399,1,21
3400,3400,1,16
3401,3401,1,3
3402,3402,1,17
3403,3403,1,44
3404,3404,1,37
3405,3405,1,46
3406,3406,1,33
3407,3407,1,39
3408,3408,1,47
3409,3409,1,47
3410,3410,1,21
3411,3411,1,46
3412,3412,1,23
3413,3413,1,36
3414,3414,1,12
3415,3415,1,35
3416,3416,1,16
3417,3417,1,44
3418,3418,1,9
3419,3419,1,21
3420,3420,1,44
3421,3421,1,19
3422,3422,1,23
3423,3423,1,10
3424,3424,1,13
3425,3425,1,14
3426,3426,1,11
3427,3427,1,7
3428,3428,1,5
3429,3429,1,21
3430,3430,1,0
3431,3431,1,19
3432,3432,1,17
3433,3433,1,11
3434,3434,1,38
3435,3435,1,18
3436,3436,1,48
3437,3437,1,26
3438,3438,1,9
3439,3439,1,42
3440,3440,1,34
3441,3441,1,3
3442,3442,1,46
3443,3443,1,32
3444,3444,1,5
3445,3445,1,34
3446,3446,1,39
3447,3447,1,34
3448,3448,1,1
3449,3449,1,47
3450,3450,1,42
3451,3451,1,18
3452,3452,1,44
3453,3453,1,22
3454,3454,1,19
3455,3455,1,49
3456,3456,1,8
3457,3457,1,38
3458,3458,1,6
3459,3459,1,10
3460,3460,1,17
3461,3461,1,20
3462,3462,1,14
3463,3463,1,45
3464,3464,1,20
3465,3465,1,5
3466,3466,1,10
3467,3467,1,49
3468,3468,1,17
3469,3469,1,42
3470,3470,1,9
3471,3471,1,20
3472,3472,1,35
3473,3473,1,43
3474,3474,1,6
3475,3475,1,29
3476,3476,1,39
3477,3477,1,28
3478,3478,1,18
3479,3479,1,34
3480,3480,1,1
3481,3481,1,13
3482,3482,1,33
3483,3483,1,12
3484,3484,1,14
3485,3485,1,4
3486,3486,1,2
3487,3487,1,13
3488,3488,1,43
3489,3489,1,40
3490,3490,1,49
3491,3491,1,35
3492,3492,1,33
3493,3493,1,26
3494,3494,1,34
3495,3495,1,21
3496,3496,1,37
3497,3497,1,2
3498,3498,1,45
3499,3499,1,22
3500,3500,1,44
3501,3501,1,33
3502,3502,1,11
3503,3503,1,33
3504,3504,1,25
3505,3505,1,29
3506,3506,1,10
3507,3507,1,24
3508,3508,1,47
3509,3509,1,32
3510,3510,1,3
3511,3511,1,28
3512,3512,1,13
3513,3513,1,9
3514,3514,1,29
3515,3515,1,39
3516,3516,1,39
3517,3517,1,22
3518,3518,1,7
3519,3519,1,41
3520,3520,1,40
3521,3521,1,27
3522,3522,1,4
3523,3523,1,39
3524,3524,1,45
3525,3525,1,49
3526,3526,1,4
3527,3527,1,37
3528,3528,1,25
3529,3529,1,30
3530,3530,1,12
3531,3531,1,16
3532,3532,1,18
3533,3533,1,48
3534,3534,1,40
3535,3535,1,26
3536,3536,1,2
3537,3537,1,2
3538,3538,1,39
3539,3539,1,4
3540,3540,1,17
3541,3541,1,30
3542,3542,1,27
3543,3543,1,49
3544,3544,1,40
3545,3545,1,14
3546,3546,1,12
3547,3547,1,7
3548,3548,1,24
3549,3549,1,41
3550,3550,1,45
3551,3551,1,41
3552,3552,1,44
3553,3553,1,3
3554,3554,1,13
3555,3555,1,32
3556,3556,1,28
3557,3557,1,5
3558,3558,1,16
3559,3559,1,27
3560,3560,1,40
3561,3561,1,26
3562,3562,1,36
3563,3563,1,31
3564,3564,1,0
3565,3565,1,26
3566,3566,1,48
3567,3567,1,16
3568,3568,1,3
3569,3569,1,46
3570,3570,1,5
3571,3571,1,29
3572,3572,1,21
3573,3573,1,8
3574,3574,1,48
3575,3575,1,30
3576,3576,1,11
3577,3577,1,37
3578,3578,1,18
3579,3579,1,42
3580,3580,1,4
3581,3581,1,7
3582,3582,1,3
3583,3583,1,4
3584,3584,1,19
3585,3585,1,35
3586,3586,1,21
3587,3587,1,28
3588,3588,1,31
3589,3589,1,8
3590,3590,1,42
3591,3591,1,10
3592,3592,1,21
3593,3593,1,21
3594,3594,1,48
3595,3595,1,37
3596,3596,1,41
3597,3597,1,16
3598,3598,1,7
3599,3599,1,14
3600,3600,1,0
3601,3601,1,49
3602,3602,1,44
3603,3603,1,30
3604,3604,1,24
3605,3605,1,0
3606,3606,1,5
3607,3607,1,25
3608,3608,1,44
3609,3609,1,37
3610,3610,1,15
3611,3611,1,38
3612,3612,1,3
3613,3613,1,12
3614,3614,1,38
3615,3615,1,5
3616,3616,1,31
3617,3617,1,29
3618,3618,1,26
3619,3619,1,43
3620,3620,1,19
3621,3621,1,19
3622,3622,1,7
3623,3623,1,15
3624,3624,1,25
3625,3625,1,43
3626,3626,1,11
3627,3627,1,4
3628,3628,1,20
3629,3629,1,22
3630,3630,1,26
3631,3631,1,16
3632,3632,1,8
3633,3633,1,18
3634,3634,1,16
3635,3635,1,4
3636,3636,1,43
3637,3637,1,9
3638,3638,1,28
3639,3639,1,28
3640,3640,1,12
3641,3641,1,10
3642,3642,1,23
3643,3643,1,24
3644,3644,1,27
3645,3645,1,3
3646,3646,1,42
3647,3647,1,25
3648,3648,1,34
3649,3649,1,41
3650,3650,1,8
3651,3651,1,31
3652,3652,1,34
3653,3653,1,42
3654,3654,1,3
3655,3655,1,43
3656,3656,1,18
3657,3657,1,48
3658,3658,1,43
3659,3659,1,26
3660,3660,1,22
3661,3661,1,36
3662,3662,1,18
3663,3663,1,36
3664,3664,1,16
3665,3665,1,40
3666,3666,1,30
3667,3667,1,26
3668,3668,1,8
3669,3669,1,22
3670,3670,1,10
3671,3671,1,21
3672,3672,1,48
3673,3673,1,48
3674,3674,1,47
3675,3675,1,31
3676,3676,1,19
3677,3677,1,35
3678,3678,1,32
3679,3679,1,37
3680,3680,1,31
3681,3681,1,6
3682,3682,1,2
3683,3683,1,41
3684,3684,1,2
3685,3685,1,47
3686,3686,1,42
3687,3687,1,4
3688,3688,1,32
3689,3689,1,30
3690,3690,1,20
3691,3691,1,32
3692,3692,1,42
3693,3693,1,6
3694,3694,1,18
3695,3695,1,2
3696,3696,1,4
3697,3697,1,27
3698,3698,1,21
3699,3699,1,4
3700,3700,1,18
3701,3701,1,20
3702,3702,1,41
3703,3703,1,45
3704,3704,1,9
3705,3705,1,40
3706,3706,1,5
3707,3707,1,16
3708,3708,1,10
3709,3709,1,44
3710,3710,1,48
3711,3711,1,17
3712,3712,1,29
3713,3713,1,30
3714,3714,1,20
3715,3715,1,11
3716,3716,1,14
3717,3717,1,36
3718,3718,1,26
3719,3719,1,6
3720,3720,1,9
3721,3721,1,48
3722,3722,1,43
3723,3723,1,11
3724,3724,1,32
3725,3725,1,1
3726,3726,1,16
3727,3727,1,39
3728,3728,1,21
3729,3729,1,38
3730,3730,1,44
3731,3731,1,19
3732,3732,1,12
3733,3733,1,3
3734,3734,1,31
3735,3735,1,31
3736,3736,1,7
3737,3737,1,3
3738,3738,1,47
3739,3739,1,49
3740,3740,1,35
3741,3741,1,8
3742,3742,1,28
3743,3743,1,30
3744,3744,1,0
3745,3745,1,3
3746,3746,1,37
3747,3747,1,19
3748,3748,1,39
3749,3749,1,7
3750,3750,1,19
3751,3751,1,44
3752,3752,1,2
3753,3753,1,6
3754,3754,1,7
3755,3755,1,35
3756,3756,1,31
3757,3757,1,24
3758,3758,1,24
3759,3759,1,11
3760,3760,1,12
3761,3761,1,48
3762,3762,1,30
3763,3763,1,41
3764,3764,1,5
3765,3765,1,14
3766,3766,1,12
3767,3767,1,22
3768,3768,1,33
3769,3769,1,42
3770,3770,1,34
3771,3771,1,3
3772,3772,1,28
3773,3773,1,25
3774,3774,1,41
3775,3775,1,37
3776,3776,1,22
3777,3777,1,42
3778,3778,1,12
3779,3779,1,13
3780,3780,1,23
3781,3781,1,19
3782,3782,1,18
3783,3783,1,20
3784,3784,1,26
3785,3785,1,5
3786,3786,1,48
3787,3787,1,1
3788,3788,1,32
3789,3789,1,9
3790,3790,1,41
3791,3791,1,27
3792,3792,1,30
3793,3793,1,16
3794,3794,1,9
3795,3795,1,25
3796,3796,1,22
3797,3797,1,9
3798,3798,1,16
3799,3799,1,46
3800,3800,1,23
3801,3801,1,6
3802,3802,1,22
3803,3803,1,38
3804,3804,1,20
3805,3805,1,43
3806,3806,1,22
3807,3807,1,3
3808,3808,1,42
3809,3809,1,19
3810,3810,1,4
3811,3811,1,27
3812,3812,1,6
3813,3813,1,1
3814,3814,1,26
3815,3815,1,23
3816,3816,1,47
3817,3817,1,28
3818,3818,1,11
3819,3819,1,33
3820,3820,1,16
3821,3821,1,11
3822,3822,1,19
3823,3823,1,13
3824,3824,1,33
3825,3825,1,34
3826,3826,1,16
3827,3827,1,40
3828,3828,1,2
3829,3829,1,24
3830,3830,1,21
3831,3831,1,4
3832,3832,1,19
3833,3833,1,0
3834,3834,1,2
3835,3835,1,25
3836,3836,1,38
3837,3837,1,36
3838,3838,1,35
3839,3839,1,20
3840,3840,1,37
3841,3841,1,25
3842,3842,1,47
3843,3843,1,13
3844,3844,1,28
3845,3845,1,47
3846,3846,1,37
3847,3847,1,11
3848,3848,1,28
3849,3849,1,36
3850,3850,1,11
3851,3851,1,23
3852,3852,1,10
3853,3853,1,17
3854,3854,1,44
3855,3855,1,24
3856,3856,1,36
3857,3857,1,48
3858,3858,1,44
3859,3859,1,26
3860,3860,1,28
3861,3861,1,8
3862,3862,1,43
3863,3863,1,44
3864,3864,1,41
3865,3865,1,16
3866,3866,1,16
3867,3867,1,20
3868,3868,1,7
3869,3869,1,33
3870,3870,1,13
3871,3871,1,19
3872,3872,1,44
3873,3873,1,16
3874,3874,1,27
3875,3875,1,41
3876,3876,1,16
3877,3877,1,38
3878,3878,1,30
3879,3879,1,5
3880,3880,1,48
3881,3881,1,34
3882,3882,1,8
3883,3883,1,45
3884,3884,1,39
3885,3885,1,6
3886,3886,1,33
3887,3887,1,25
3888,3888,1,43
3889,3889,1,17
3890,3890,1,15
3891,3891,1,24
3892,3892,1,37
3893,3893,1,17
3894,3894,1,37
3895,3895,1,47
3896,3896,1,14
3897,3897,1,1
3898,3898,1,2
3899,3899,1,45
3900,3900,1,26
3901,3901,1,42
3902,3902,1,37
3903,3903,1,47
3904,3904,1,40
3905,3905,1,9
3906,3906,1,0
3907,3907,1,3
3908,3908,1,47
3909,3909,1,30
3910,3910,1,12
3911,3911,1,15
3912,3912,1,16
3913,3913,1,28
3914,3914,1,15
3915,3915,1,12
3916,3916,1,34
3917,3917,1,5
3918,3918,1,25
3919,3919,1,30
3920,3920,1,6
3921,3921,1,28
3922,3922,1,41
3923,3923,1,0
3924,3924,1,33
3925,3925,1,8
3926,3926,1,27
3927,3927,1,41
3928,3928,1,18
3929,3929,1,10
3930,3930,1,24
3931,3931,1,28
3932,3932,1,19
3933,3933,1,0
3934,3934,1,17
3935,3935,1,12
3936,3936,1,8
3937,3937,1,39
3938,3938,1,8
3939,3939,1,47
3940,3940,1,19
3941,3941,1,4
3942,3942,1,44
3943,3943,1,26
3944,3944,1,31
3945,3945,1,20
3946,3946,1,8
3947,3947,1,3
3948,3948,1,12
3949,3949,1,33
3950,3950,1,7
3951,3951,1,49
3952,3952,1,24
3953,3953,1,12
3954,3954,1,17
3955,3955,1,41
3956,3956,1,45
3957,3957,1,4
3958,3958,1,6
3959,3959,1,13
3960,3960,1,9
3961,3961,1,45
3962,3962,1,2
3963,3963,1,37
3964,3964,1,35
3965,3965,1,30
3966,3966,1,30
3967,3967,1,28
3968,3968,1,25
3969,3969,1,18
3970,3970,1,5
3971,3971,1,28
3972,3972,1,20
3973,3973,1,38
3974,3974,1,24
3975,3975,1,29
3976,3976,1,8
3977,3977,1,42
3978,3978,1,48
3979,3979,1,11
3980,3980,1,29
3981,3981,1,29
3982,3982,1,40
3983,3983,1,30
3984,3984,1,44
3985,3985,1,20
3986,3986,1,36
3987,3987,1,46
3988,3988,1,7
3989,3989,1,24
3990,3990,1,20
3991,3991,1,27
3992,3992,1,39
3993,3993,1,0
3994,3994,1,13
3995,3995,1,10
3996,3996,1,35
3997,3997,1,5
3998,3998,1,28
3999,3999,1,13
4000,4000,1,33
4001,4001,1,11
4002,4002,1,47
4003,4003,1,32
4004,4004,1,17
4005,4005,1,31
4006,4006,1,17
4007,4007,1,20
4008,4008,1,3
4009,4009,1,29
4010,4010,1,1
4011,4011,1,3
4012,4012,1,30
4013,4013,1,34
4014,4014,1,41
4015,4015,1,37
4016,4016,1,4
4017,4017,1,9
4018,4018,1,23
4019,4019,1,37
4020,4020,1,21
4021,4021,1,19
4022,4022,1,17
4023,4023,1,23
4024,4024,1,45
4025,4025,1,4
4026,4026,1,35
4027,4027,1,5
4028,4028,1,29
4029,4029,1,33
4030,4030,1,35
4031,4031,1,11
4032,4032,1,49
4033,4033,1,25
4034,4034,1,47
4035,4035,1,31
4036,4036,1,25
4037,4037,1,47
4038,4038,1,18
4039,4039,1,6
4040,4040,1,23
4041,4041,1,21
4042,4042,1,18
4043,4043,1,33
4044,4044,1,43
4045,4045,1,24
4046,4046,1,47
4047,4047,1,12
4048,4048,1,7
4049,4049,1,10
4050,4050,1,29
4051,4051,1,23
4052,4052,1,14
4053,4053,1,38
4054,4054,1,19
4055,4055,1,32
4056,4056,1,23
4057,4057,1,26
4058,4058,1,7
4059,4059,1,31
4060,4060,1,25
4061,4061,1,35
4062,4062,1,27
4063,4063,1,38
4064,4064,1,21
4065,4065,1,25
4066,4066,1,0
4067,4067,1,28
4068,4068,1,25
4069,4069,1,46
4070,4070,1,8
4071,4071,1,40
4072,4072,1,10
4073,4073,1,36
4074,4074,1,30
4075,4075,1,43
4076,4076,1,20
4077,4077,1,7
4078,4078,1,49
4079,4079,1,23
4080,4080,1,0
4081,4081,1,18
4082,4082,1,35
4083,4083,1,13
4084,4084,1,21
4085,4085,1,43
4086,4086,1,6
4087,4087,1,0
4088,4088,1,31
4089,4089,1,17
4090,4090,1,8
4091,4091,1,44
4092,4092,1,6
4093,4093,1,46
4094,4094,1,32
4095,4095,1,27
4096,4096,1,29
4097,4097,1,1
4098,4098,1,41
4099,4099,1,12
4100,4100,1,1
4101,4101,1,49
4102,4102,1,38
4103,4103,1,3
4104,4104,1,24
4105,4105,1,24
4106,4106,1,10
4107,4107,1,49
4108,4108,1,2
4109,4109,1,17
4110,4110,1,22
4111,4111,1,29
4112,4112,1,41
4113,4113,1,40
4114,4114,1,9
4115,4115,1,24
4116,4116,1,8
4117,4117,1,38
4118,4118,1,46
4119,4119,1,39
4120,4120,1,5
4121,4121,1,39
4122,4122,1,0
4123,4123,1,48
4124,4124,1,40
4125,4125,1,5
4126,4126,1,6
4127,4127,1,25
4128,4128,1,8
4129,4129,1,38
4130,4130,1,37
4131,4131,1,39
4132,4132,1,36
4133,4133,1,16
4134,4134,1,10
4135,4135,1,24
4136,4136,1,22
4137,4137,1,47
4138,4138,1,12
4139,4139,1,1
4140,4140,1,37
4141,4141,1,33
4142,4142,1,34
4143,4143,1,25
4144,4144,1,46
4145,4145,1,26
4146,4146,1,24
4147,4147,1,41
4148,4148,1,40
4149,4149,1,27
4150,4150,1,7
4151,4151,1,15
4152,4152,1,3
4153,4153,1,42
4154,4154,1,36
4155,4155,1,38
4156,4156,1,7
4157,4157,1,16
4158,4158,1,8
4159,4159,1,12
4160,4160,1,23
4161,4161,1,39
4162,4162,1,40
4163,4163,1,14
4164,4164,1,11
4165,4165,1,38
4166,4166,1,36
4167,4167,1,28
4168,4168,1,1
4169,4169,1,23
4170,4170,1,4
4171,4171,1,37
4172,4172,1,22
4173,4173,1,12
4174,4174,1,5
4175,4175,1,27
4176,4176,1,1
4177,4177,1,1
4178,4178,1,17
4179,4179,1,6
4180,4180,1,45
4181,4181,1,42
4182,4182,1,5
4183,4183,1,6
4184,4184,1,21
4185,4185,1,14
4186,4186,1,49
4187,4187,1,24
4188,4188,1,25
4189,4189,1,29
4190,4190,1,13
4191,4191,1,32
4192,4192,1,6
4193,4193,1,31
4194,4194,1,0
4195,4195,1,31
4196,4196,1,34
4197,4197,1,33
4198,4198,1,3
4199,4199,1,34
4200,4200,1,9
4201,4201,1,3
4202,4202,1,16
4203,4203,1,16
4204,4204,1,29
4205,4205,1,38
4206,4206,1,26
4207,4207,1,13
4208,4208,1,1
4209,4209,1,33
4210,4210,1,8
4211,4211,1,18
4212,4212,1,43
4213,4213,1,12
4214,4214,1,49
4215,4215,1,10
4216,4216,1,49
4217,4217,1,32
4218,4218,1,32
4219,4219,1,28
4220,4220,1,46
4221,4221,1,26
4222,4222,1,7
4223,4223,1,14
4224,4224,1,11
4225,4225,1,15
4226,4226,1,10
4227,4227,1,42
4228,4228,1,19
4229,4229,1,25
4230,4230,1,42
4231,4231,1,35
4232,4232,1,36
4233,4233,1,2
4234,4234,1,23
4235,4235,1,44
4236,4236,1,0
4237,4237,1,2
4238,4238,1,2
4239,4239,1,31
4240,4240,1,19
4241,4241,1,4
4242,4242,1,38
4243,4243,1,47
4244,4244,1,0
4245,4245,1,17
4246,4246,1,0
4247,4247,1,0
4248,4248,1,22
4249,4249,1,24
4250,4250,1,21
4251,4251,1,47
4252,4252,1,18
4253,4253,1,20
4254,4254,1,9
4255,4255,1,21
4256,4256,1,8
4257,4257,1,35
4258,4258,1,28
4259,4259,1,45
4260,4260,1,38
4261,4261,1,34
4262,4262,1,20
4263,4263,1,27
4264,4264,1,37
4265,4265,1,35
4266,4266,1,41
4267,4267,1,41
4268,4268,1,20
4269,4269,1,24
4270,4270,1,7
4271,4271,1,27
4272,4272,1,47
4273,4273,1,12
4274,4274,1,20
4275,4275,1,2
4276,4276,1,1
4277,4277,1,23
4278,4278,1,1
4279,4279,1,34
4280,4280,1,38
4281,4281,1,34
4282,4282,1,7
4283,4283,1,13
4284,4284,1,6
4285,4285,1,28
4286,4286,1,39
4287,4287,1,11
4288,4288,1,25
4289,4289,1,0
4290,4290,1,42
4291,4291,1,21
4292,4292,1,24
4293,4293,1,12
4294,4294,1,4
4295,4295,1,44
4296,4296,1,45
4297,4297,1,47
4298,4298,1,37
4299,4299,1,26
4300,4300,1,1
4301,4301,1,41
4302,4302,1,28
4303,4303,1,0
4304,4304,1,32
4305,4305,1,31
4306,4306,1,34
4307,4307,1,41
4308,4308,1,24
4309,4309,1,49
4310,4310,1,41
4311,4311,1,20
4312,4312,1,23
4313,4313,1,23
4314,4314,1,27
4315,4315,1,22
4316,4316,1,6
4317,4317,1,26
4318,4318,1,3
4319,4319,1,23
4320,4320,1,39
4321,4321,1,8
4322,4322,1,17
4323,4323,1,26
4324,4324,1,47
4325,4325,1,5
4326,4326,1,0
4327,4327,1,10
4328,4328,1,35
4329,4329,1,31
4330,4330,1,38
4331,4331,1,13
4332,4332,1,27
4333,4333,1,4
4334,4334,1,37
4335,4335,1,48
4336,4336,1,46
4337,4337,1,10
4338,4338,1,42
4339,4339,1,27
4340,4340,1,0
4341,4341,1,29
4342,4342,1,7
4343,4343,1,40
4344,4344,1,35
4345,4345,1,23
4346,4346,1,1
4347,4347,1,10
4348,4348,1,0
4349,4349,1,40
4350,4350,1,10
4351,4351,1,44
4352,4352,1,34
4353,4353,1,30
4354,4354,1,27
4355,4355,1,17
4356,4356,1,5
4357,4357,1,49
4358,4358,1,27
4359,4359,1,8
4360,4360,1,8
4361,4361,1,7
4362,4362,1,9
4363,4363,1,22
4364,4364,1,10
4365,4365,1,4
4366,4366,1,42
4367,4367,1,30
4368,4368,1,37
4369,4369,1,16
4370,4370,1,45
4371,4371,1,18
4372,4372,1,6
4373,4373,1,37
4374,4374,1,2
4375,4375,1,21
4376,4376,1,16
4377,4377,1,6
4378,4378,1,11
4379,4379,1,47
4380,4380,1,5
4381,4381,1,12
4382,4382,1,29
4383,4383,1,31
4384,4384,1,36
4385,4385,1,47
4386,4386,1,1
4387,4387,1,43
4388,4388,1,19
4389,4389,1,6
4390,4390,1,40
4391,4391,1,13
